COURSE,215,
LAB,Op Amps,
DATE,_10/27/2017,
,,
NAMES,Matthew Remillard,Rishabh Shah
UNIQs,mremilla,rishabas
GSI,,
,,
Time(s),Ch1(V),Ch2(V)
0.000000000,-0.201005000,0.000000000
0.000008400,1.005025000,0.321608040
0.000016800,1.809045000,0.562814070
0.000025200,2.814070000,0.884422110
0.000033600,3.819095000,1.045226130
0.000042000,4.824120000,1.366834170
0.000050400,5.829145000,1.608040200
0.000058800,6.633165000,1.929648240
0.000067200,7.437185000,2.170854270
0.000075600,8.241205000,2.492462310
0.000084000,9.246230000,2.733668340
0.000092400,10.050250000,2.894472360
0.000100800,10.854270000,3.216080400
0.000109200,11.457285000,3.457286430
0.000117600,12.261305000,3.618090450
0.000126000,12.864320000,3.859296480
0.000134400,13.668340000,4.020100500
0.000142800,14.271355000,4.180904520
0.000151200,14.673365000,4.422110550
0.000159600,15.276380000,4.502512560
0.000168000,15.879395000,4.743718590
0.000176400,16.281405000,4.824120600
0.000184800,16.683415000,4.904522610
0.000193200,17.085425000,5.065326630
0.000201600,17.286430000,5.145728640
0.000210000,17.487435000,5.306532660
0.000218400,17.889445000,5.306532660
0.000226800,17.889445000,5.306532660
0.000235200,18.090450000,5.306532660
0.000243600,18.090450000,5.306532660
0.000252000,18.090450000,5.386934670
0.000260400,17.889445000,5.306532660
0.000268800,17.889445000,5.306532660
0.000277200,17.889445000,5.226130650
0.000285600,17.487435000,5.226130650
0.000294000,17.286430000,5.145728640
0.000302400,17.085425000,4.984924620
0.000310800,16.683415000,4.904522610
0.000319200,16.281405000,4.824120600
0.000327600,15.879395000,4.663316580
0.000336000,15.477385000,4.582914570
0.000344400,14.874370000,4.422110550
0.000352800,14.271355000,4.261306530
0.000361200,13.668340000,4.020100500
0.000369600,13.065325000,3.859296480
0.000378000,12.462310000,3.618090450
0.000386400,11.658290000,3.376884420
0.000394800,10.854270000,3.216080400
0.000403200,10.050250000,2.974874370
0.000411600,9.246230000,2.733668340
0.000420000,8.442210000,2.492462310
0.000428400,7.839195000,2.251256280
0.000436800,6.834170000,2.010050250
0.000445200,5.829145000,1.688442210
0.000453600,4.824120000,1.447236180
0.000462000,4.020100000,1.206030150
0.000470400,3.015075000,0.884422110
0.000478800,2.010050000,0.643216080
0.000487200,1.206030000,0.321608040
0.000495600,0.201005000,0.080402010
0.000504000,-0.804020000,-0.321608040
0.000512400,-1.809045000,-0.562814070
0.000520800,-2.814070000,-0.804020100
0.000529200,-3.618090000,-1.125628140
0.000537600,-4.623115000,-1.366834170
0.000546000,-5.628140000,-1.688442210
0.000554400,-6.432160000,-2.010050250
0.000562800,-7.437185000,-2.251256280
0.000571200,-8.241205000,-2.492462310
0.000579600,-9.045225000,-2.733668340
0.000588000,-9.849245000,-2.974874370
0.000596400,-10.653265000,-3.216080400
0.000604800,-11.457285000,-3.537688440
0.000613200,-12.261305000,-3.698492460
0.000621600,-12.864320000,-3.859296480
0.000630000,-13.668340000,-4.100502510
0.000638400,-14.070350000,-4.341708540
0.000646800,-14.673365000,-4.502512560
0.000655200,-15.477385000,-4.663316580
0.000663600,-15.879395000,-4.824120600
0.000672000,-16.482410000,-4.904522610
0.000680400,-16.884420000,-5.065326630
0.000688800,-17.085425000,-5.145728640
0.000697200,-17.487435000,-5.226130650
0.000705600,-17.688440000,-5.306532660
0.000714000,-18.090450000,-5.467336680
0.000722400,-18.291455000,-5.467336680
0.000730800,-18.291455000,-5.547738690
0.000739200,-18.291455000,-5.547738690
0.000747600,-18.291455000,-5.467336680
0.000756000,-18.291455000,-5.547738690
0.000764400,-18.291455000,-5.467336680
0.000772800,-18.291455000,-5.467336680
0.000781200,-17.889445000,-5.386934670
0.000789600,-17.889445000,-5.386934670
0.000798000,-17.487435000,-5.306532660
0.000806400,-17.286430000,-5.145728640
0.000814800,-17.085425000,-5.065326630
0.000823200,-16.482410000,-4.904522610
0.000831600,-15.879395000,-4.824120600
0.000840000,-15.477385000,-4.663316580
0.000848400,-15.075375000,-4.422110550
0.000856800,-14.472360000,-4.341708540
0.000865200,-13.869345000,-4.100502510
0.000873600,-13.065325000,-3.939698490
0.000882000,-12.462310000,-3.778894470
0.000890400,-11.658290000,-3.537688440
0.000898800,-10.854270000,-3.296482410
0.000907200,-10.050250000,-2.974874370
0.000915600,-9.246230000,-2.814070350
0.000924000,-8.442210000,-2.492462310
0.000932400,-7.638190000,-2.251256280
